queue_id,company_id,report_id,emission_anchor_id,scope_en,scope3_category_code,activity_category_en,calculation_method_en,region_en,fuel_or_grid_en,gas,value_mtco2e,factor_needed_type,candidate_factor_id,factor_source_en,factor_class_en,factor_unit,factor_gwp_basis,factor_publication_year,unit_conversion_needed,edge_status,evidence_page,source_file,review_decision,reviewer_note
factor_edge_00452,r443_crh公司,,r443_crh公司_Scope 1__452,Scope 1,,,,,,,27.237619,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,108,crh-2024-sustainability-performance-report_final_interactive-1.pdf,,
factor_edge_00453,r445_salesforce,,r445_salesforce_Scope 1__453,Scope 1,,,,,,,0.0020239999999999998,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,93,salesforce-fy24-stakeholder-impact-report.pdf,,
factor_edge_00454,r445_salesforce,,r445_salesforce_Scope 2__454,Scope 2,,,Location-Based,,,,0.27999999999999997,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,99,salesforce-fy24-stakeholder-impact-report.pdf,,
factor_edge_00455,r449_nationalaustraliabank,,r449_nationalaustraliabank_Scope 1__455,Scope 1,,,,,,,41.0,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,41,2024-NATIONAL AUSTRALIA BANK-climate-report.pdf,,
factor_edge_00456,r450_sap公司,,r450_sap公司_Scope 2__456,Scope 2,,,Location-Based,,,,2e-06,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,164,SAP integrated_report2024.pdf,,
factor_edge_00457,r450_sap公司,,r450_sap公司_Scope 3__457,Scope 3,,,,,,,5.4999999999999995e-05,emission_record_factor,,,,,,,review,missing_applies_emission_factor,161,SAP integrated_report2024.pdf,,
factor_edge_00458,r455_elililly,,r455_elililly__4_458,,4,,,,,,0.0020239999999999998,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,15,2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,,
factor_edge_00459,r455_elililly,,r455_elililly_Scope 3__459,Scope 3,,,,,,,6.1739999999999995,emission_record_factor,,,,,,,review,missing_applies_emission_factor,15,2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,,
factor_edge_00460,r455_elililly,,r455_elililly_Scope 1__460,Scope 1,,,,,,,0.192,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,17,2024_ELI LILLY-SustainabilityReport-20251020_FINAL.pdf,,
factor_edge_00461,r456_koreagas,,r456_koreagas_Scope 3__461,Scope 3,,,,,,,0.0020239999999999998,emission_record_factor,,,,,,,review,missing_applies_emission_factor,147,KOGAS 2025 SUSTAINABILITY REPORT(A4).pdf,,
factor_edge_00462,r456_koreagas,,r456_koreagas_Scope 1__462,Scope 1,,,,,,,4.9999999999999996e-06,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,120,KOGAS 2025 SUSTAINABILITY REPORT(A4).pdf,,
factor_edge_00463,r456_koreagas,,r456_koreagas_Scope 2__463,Scope 2,,,,,,,0.392586,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,120,KOGAS 2025 SUSTAINABILITY REPORT(A4).pdf,,
factor_edge_00464,r464_britishamericantobacco,,r464_britishamericantobacco__1_464,,1,,,,,,4e-06,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,140,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,,
factor_edge_00465,r464_britishamericantobacco,,r464_britishamericantobacco_Scope 1__465,Scope 1,,,,,,,0.342034,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,140,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,,
factor_edge_00466,r464_britishamericantobacco,,r464_britishamericantobacco_Scope 2__466,Scope 2,,,Market-Based,,,,0.000325,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,140,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,,
factor_edge_00467,r464_britishamericantobacco,,r464_britishamericantobacco_Scope 3__467,Scope 3,,,,,,,4e-06,emission_record_factor,,,,,,,review,missing_applies_emission_factor,140,BRITISH AMERICAN TOBACCO_Annual_Report_on_Form_20-F_2024.pdf,,
factor_edge_00468,r466_bankofnewyorkmellon,,r466_bankofnewyorkmellon_Scope 1__468,Scope 1,,,,,,,0.008005,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,63,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,,
factor_edge_00469,r466_bankofnewyorkmellon,,r466_bankofnewyorkmellon_Scope 2__469,Scope 2,,,Market-Based,,,,0.00645,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,63,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,,
factor_edge_00470,r466_bankofnewyorkmellon,,r466_bankofnewyorkmellon_Scope 3__470,Scope 3,,,,,,,0.028260999999999998,emission_record_factor,,,,,,,review,missing_applies_emission_factor,129,2023-BANK OF NEW YORK MELLON sustainability-report.pdf,,
factor_edge_00471,r469_novonordisk,,r469_novonordisk__1_471,,1,,,,,,7e-06,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,58,novo-nordisk-annual-report-2024.pdf,,
factor_edge_00472,r469_novonordisk,,r469_novonordisk__2_472,,2,,,,,,7e-06,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,58,novo-nordisk-annual-report-2024.pdf,,
factor_edge_00473,r469_novonordisk,,r469_novonordisk__3_473,,3,,,,,,0.001,scope3_category_activity_or_spend_factor,,,,,,,review,missing_applies_emission_factor,58,novo-nordisk-annual-report-2024.pdf,,
factor_edge_00474,r469_novonordisk,,r469_novonordisk_Scope 3__474,Scope 3,,,,,,,1.5,emission_record_factor,,,,,,,review,missing_applies_emission_factor,55,novo-nordisk-annual-report-2024.pdf,,
factor_edge_00475,r478_siemensenergy,,r478_siemensenergy_Scope 3__475,Scope 3,,,,,,,0.0020239999999999998,emission_record_factor,,,,,,,review,missing_applies_emission_factor,85,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,,
factor_edge_00476,r478_siemensenergy,,r478_siemensenergy_Scope 1__476,Scope 1,,,,,,,2.2e-05,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,85,SIEMENS ENERGY-sustainability-report-2024-pdf_Original%20file.pdf,,
factor_edge_00477,r480_ecopetrol,,r480_ecopetrol_Scope 1__477,Scope 1,,,,,,,11.817212999999999,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,395,2024-ECOPETROL-integrated-management-report.pdf,,
factor_edge_00478,r480_ecopetrol,,r480_ecopetrol_Scope 2__478,Scope 2,,,Location-Based,,,,0.704342,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,297,2024-ECOPETROL-integrated-management-report.pdf,,
factor_edge_00479,r480_ecopetrol,,r480_ecopetrol_Scope 2__479,Scope 2,,,Market-Based,,,,0.859892,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,297,2024-ECOPETROL-integrated-management-report.pdf,,
factor_edge_00480,r480_ecopetrol,,r480_ecopetrol_Scope 3__480,Scope 3,,,,,,,151.117258,emission_record_factor,,,,,,,review,missing_applies_emission_factor,297,2024-ECOPETROL-integrated-management-report.pdf,,
factor_edge_00481,r481_arrowelectronics,,r481_arrowelectronics_Scope 2__481,Scope 2,,,Market-Based,,,,0.026896,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,80,2024-ARROW ELECTRONICS-Corporate-Stewardship-and-Impact-Report-1.pdf,,
factor_edge_00482,r481_arrowelectronics,,r481_arrowelectronics_Scope 3__482,Scope 3,,,,,,,9.05301,emission_record_factor,,,,,,,review,missing_applies_emission_factor,81,2024-ARROW ELECTRONICS-Corporate-Stewardship-and-Impact-Report-1.pdf,,
factor_edge_00483,r482_jerónimomartins公司,,r482_jerónimomartins公司_Scope 1__483,Scope 1,,,,,,,0.086895,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,184,Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf,,
factor_edge_00484,r482_jerónimomartins公司,,r482_jerónimomartins公司_Scope 3__484,Scope 3,,,,,,,0.016177999999999998,emission_record_factor,,,,,,,review,missing_applies_emission_factor,184,Jerónimo Martins公司-nfr-corporate-responsibility-jeronimomartins-ar24.pdf,,
factor_edge_00485,r486_linde,,r486_linde_Scope 1__485,Scope 1,,,,,,,16.47,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,99,2024-LINDE-sustainable-development-report.pdf,,
factor_edge_00486,r486_linde,,r486_linde_Scope 2__486,Scope 2,,,Market-Based,,,,20.942999999999998,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,59,2024-LINDE-sustainable-development-report.pdf,,
factor_edge_00487,r486_linde,,r486_linde_Scope 3__487,Scope 3,,,,,,,0.53,emission_record_factor,,,,,,,review,missing_applies_emission_factor,99,2024-LINDE-sustainable-development-report.pdf,,
factor_edge_00488,r487_heineken,,r487_heineken_Scope 2__488,Scope 2,,,,,,,0.1,electricity_or_purchased_energy_factor,,,,,,,review,missing_applies_emission_factor,177,heineken_n_v_annual_report_2024_final_20feb2025.pdf,,
factor_edge_00489,r487_heineken,,r487_heineken_Scope 3__489,Scope 3,,,,,,,14.8,emission_record_factor,,,,,,,review,missing_applies_emission_factor,177,heineken_n_v_annual_report_2024_final_20feb2025.pdf,,
factor_edge_00490,r498_瑞士abb集团,,r498_瑞士abb集团_Scope 1__490,Scope 1,,,,,,,0.067,fuel_combustion_process_or_fugitive_factor,,,,,,,review,missing_applies_emission_factor,36,ABB Sustainability Statement 2024.pdf,,
