confidence_level,evidence_page,relation,review_status,section_role,source,target,batch_id
medium,2,documents_standard_reference,seed_batch_04,,report::r137_royalbankofcanada__20240__sustainabilityreport,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_sasb,batch_04
,,references_standard,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_sasb,standard::sasb,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_sasb,standard_family::industry_disclosure_framework,batch_04
,,has_standard_role,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_sasb,standard_role::disclosure_guideline,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_sasb,principle::financial_materiality,batch_04
medium,5,documents_standard_reference,seed_batch_04,,report::r137_royalbankofcanada__20240__sustainabilityreport,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_tcfd,batch_04
,,references_standard,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_tcfd,standard::tcfd,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_tcfd,standard_family::climate_disclosure_framework,batch_04
,,has_standard_role,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_tcfd,standard_role::disclosure_recommendation,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_tcfd,principle::consistency,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_tcfd,principle::materiality,batch_04
medium,5,documents_standard_reference,seed_batch_04,,report::r137_royalbankofcanada__20240__sustainabilityreport,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ifrs_s2,batch_04
,,references_standard,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ifrs_s2,standard::ifrs_s2,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ifrs_s2,standard_family::climate_disclosure_standard,batch_04
,,has_standard_role,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ifrs_s2,standard_role::disclosure_standard,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ifrs_s2,principle::comparability,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ifrs_s2,principle::financial_materiality,batch_04
medium,48,documents_standard_reference,seed_batch_04,,report::r137_royalbankofcanada__20240__sustainabilityreport,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_pcaf,batch_04
,,references_standard,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_pcaf,standard::pcaf,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_pcaf,standard_family::financed_emissions_accounting_system,batch_04
,,has_standard_role,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_pcaf,standard_role::accounting_standard,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_pcaf,principle::attribution,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_pcaf,principle::data_quality_hierarchy,batch_04
medium,58,documents_standard_reference,seed_batch_04,,report::r137_royalbankofcanada__20240__sustainabilityreport,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ghg_protocol,batch_04
,,references_standard,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ghg_protocol,standard::ghg_protocol,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ghg_protocol,standard_family::ghg_accounting_system,batch_04
,,has_standard_role,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ghg_protocol,standard_role::accounting_standard,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ghg_protocol,principle::relevance,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ghg_protocol,principle::completeness,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ghg_protocol,principle::consistency,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ghg_protocol,principle::transparency,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r137_royalbankofcanada_20240_sustainabilityreport_ghg_protocol,principle::accuracy,batch_04
medium,2,documents_standard_reference,seed_batch_04,,report::r139_lowes__20240__other,standard_ref::batch_04_r139_lowes_20240_other_gri,batch_04
,,references_standard,,,standard_ref::batch_04_r139_lowes_20240_other_gri,standard::gri,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r139_lowes_20240_other_gri,standard_family::esg_disclosure_framework,batch_04
,,has_standard_role,,,standard_ref::batch_04_r139_lowes_20240_other_gri,standard_role::disclosure_standard,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r139_lowes_20240_other_gri,principle::materiality,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r139_lowes_20240_other_gri,principle::comparability,batch_04
medium,2,documents_standard_reference,seed_batch_04,,report::r139_lowes__20240__other,standard_ref::batch_04_r139_lowes_20240_other_sasb,batch_04
,,references_standard,,,standard_ref::batch_04_r139_lowes_20240_other_sasb,standard::sasb,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r139_lowes_20240_other_sasb,standard_family::industry_disclosure_framework,batch_04
,,has_standard_role,,,standard_ref::batch_04_r139_lowes_20240_other_sasb,standard_role::disclosure_guideline,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r139_lowes_20240_other_sasb,principle::financial_materiality,batch_04
medium,6,documents_standard_reference,seed_batch_04,,report::r139_lowes__20240__other,standard_ref::batch_04_r139_lowes_20240_other_esrs_csrd,batch_04
,,references_standard,,,standard_ref::batch_04_r139_lowes_20240_other_esrs_csrd,standard::esrs_csrd,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r139_lowes_20240_other_esrs_csrd,standard_family::eu_sustainability_disclosure_regime,batch_04
,,has_standard_role,,,standard_ref::batch_04_r139_lowes_20240_other_esrs_csrd,standard_role::disclosure_standard,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r139_lowes_20240_other_esrs_csrd,principle::comparability,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r139_lowes_20240_other_esrs_csrd,principle::double_materiality,batch_04
medium,35,documents_standard_reference,seed_batch_04,,report::r139_lowes__20240__other,standard_ref::batch_04_r139_lowes_20240_other_tcfd,batch_04
,,references_standard,,,standard_ref::batch_04_r139_lowes_20240_other_tcfd,standard::tcfd,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r139_lowes_20240_other_tcfd,standard_family::climate_disclosure_framework,batch_04
,,has_standard_role,,,standard_ref::batch_04_r139_lowes_20240_other_tcfd,standard_role::disclosure_recommendation,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r139_lowes_20240_other_tcfd,principle::consistency,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r139_lowes_20240_other_tcfd,principle::materiality,batch_04
medium,2,documents_standard_reference,seed_batch_04,,report::r140_tesco__20250__sustainabilityreport,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_sasb,batch_04
,,references_standard,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_sasb,standard::sasb,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_sasb,standard_family::industry_disclosure_framework,batch_04
,,has_standard_role,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_sasb,standard_role::disclosure_guideline,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_sasb,principle::financial_materiality,batch_04
medium,2,documents_standard_reference,seed_batch_04,,report::r140_tesco__20250__sustainabilityreport,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_tcfd,batch_04
,,references_standard,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_tcfd,standard::tcfd,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_tcfd,standard_family::climate_disclosure_framework,batch_04
,,has_standard_role,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_tcfd,standard_role::disclosure_recommendation,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_tcfd,principle::consistency,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_tcfd,principle::materiality,batch_04
medium,9,documents_standard_reference,seed_batch_04,,report::r140_tesco__20250__sustainabilityreport,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_sbti,batch_04
,,references_standard,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_sbti,standard::sbti,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_sbti,standard_family::climate_target_governance_system,batch_04
,,has_standard_role,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_sbti,standard_role::target_validation_guideline,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_sbti,principle::science_based_ambition,batch_04
medium,10,documents_standard_reference,seed_batch_04,,report::r140_tesco__20250__sustainabilityreport,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_ghg_protocol,batch_04
,,references_standard,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_ghg_protocol,standard::ghg_protocol,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_ghg_protocol,standard_family::ghg_accounting_system,batch_04
,,has_standard_role,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_ghg_protocol,standard_role::accounting_standard,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_ghg_protocol,principle::relevance,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_ghg_protocol,principle::completeness,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_ghg_protocol,principle::consistency,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_ghg_protocol,principle::transparency,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r140_tesco_20250_sustainabilityreport_ghg_protocol,principle::accuracy,batch_04
medium,3,documents_standard_reference,seed_batch_04,,report::r143_byd__20240__sustainabilityreport,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_gri,batch_04
,,references_standard,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_gri,standard::gri,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_gri,standard_family::esg_disclosure_framework,batch_04
,,has_standard_role,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_gri,standard_role::disclosure_standard,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_gri,principle::materiality,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_gri,principle::comparability,batch_04
medium,3,documents_standard_reference,seed_batch_04,,report::r143_byd__20240__sustainabilityreport,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_esrs_csrd,batch_04
,,references_standard,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_esrs_csrd,standard::esrs_csrd,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_esrs_csrd,standard_family::eu_sustainability_disclosure_regime,batch_04
,,has_standard_role,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_esrs_csrd,standard_role::disclosure_standard,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_esrs_csrd,principle::comparability,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_esrs_csrd,principle::double_materiality,batch_04
medium,46,documents_standard_reference,seed_batch_04,,report::r143_byd__20240__sustainabilityreport,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_iso_14067,batch_04
,,references_standard,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_iso_14067,standard::iso_14067,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_iso_14067,standard_family::iso_product_carbon_standard,batch_04
,,has_standard_role,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_iso_14067,standard_role::methodology_standard,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r143_byd_20240_sustainabilityreport_iso_14067,principle::life_cycle_perspective,batch_04
medium,2,documents_standard_reference,seed_batch_04,,report::r144_nipponlifeinsurance__20240__sustainabilityreport,standard_ref::batch_04_r144_nipponlifeinsurance_20240_sustainabilityreport_gri,batch_04
,,references_standard,,,standard_ref::batch_04_r144_nipponlifeinsurance_20240_sustainabilityreport_gri,standard::gri,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r144_nipponlifeinsurance_20240_sustainabilityreport_gri,standard_family::esg_disclosure_framework,batch_04
,,has_standard_role,,,standard_ref::batch_04_r144_nipponlifeinsurance_20240_sustainabilityreport_gri,standard_role::disclosure_standard,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r144_nipponlifeinsurance_20240_sustainabilityreport_gri,principle::materiality,batch_04
,,has_accounting_principle,,,standard_ref::batch_04_r144_nipponlifeinsurance_20240_sustainabilityreport_gri,principle::comparability,batch_04
medium,110,documents_standard_reference,seed_batch_04,,report::r144_nipponlifeinsurance__20240__sustainabilityreport,standard_ref::batch_04_r144_nipponlifeinsurance_20240_sustainabilityreport_tcfd,batch_04
,,references_standard,,,standard_ref::batch_04_r144_nipponlifeinsurance_20240_sustainabilityreport_tcfd,standard::tcfd,batch_04
,,belongs_to_standard_family,,,standard_ref::batch_04_r144_nipponlifeinsurance_20240_sustainabilityreport_tcfd,standard_family::climate_disclosure_framework,batch_04
